book_id,book_title,author_id,num_pages,cover_type,publish_date,description,genre_ids
88,"Dreamfever (Fever, #4)",177,386,Hardcover,18-08-2009,MacKayla Lane lies naked on the cold stone floor of a church at the mercy of the erotic Fae master she once swore to kill Far from home unable to control her sexual hungers MacKayla is now fully under the Lord Masters spellIn New York Times bestselling author Karen Marie Monings stunning new novel the walls between human and Fae worlds have come crashing down And as Mac fights for survival on Dublins battlescarred streets she will embark on the darkestand most erotically chargedadventure of her life,"[107, 67, 217, 34, 219, 263, 204]"
89,The Martian,488,384,Hardcover,27-09-2011,Six days ago astronaut Mark Watney became one of the first people to walk on Mars ,"[206, 182, 42, 247, 250, 204, 106]"
90,Breakfast at Tiffany’s and Three Stories,287,142,Paperback,01-01-1958,In this seductive wistful masterpiece ,"[97, 183, 68, 34, 184, 143, 171]"
91,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",460,419,Paperback,05-05-2015,When nineteenyearold huntress Feyre kills a wolf in the woods a terrifying creature arrives to demand retribution Dragged to a treacherous magical land she knows about only from legends Feyre discovers that her captor is not truly a beast but one of the lethal immortal faeries who once ruled her world,"[107, 93, 182, 18, 219, 42, 268]"
92,The Color Purple,283,304,Paperback,01-06-1982,A powerful cultural touchstone of modern American literature ,"[97, 243, 191, 114, 21, 249, 190]"
93,The Cider House Rules,426,1064,Hardcover,10-05-1985,Raised from birth in the orphanage at St Clouds Maine Homer Wells has become the protege of Dr Wilbur Larch its physician and director There Dr Larch cares for the troubled mothers who seek his help either by delivering and taking in their unwanted babies or by performing illegal abortions Meticulously trained by Dr Larch Homer assists in the former but draws the line at the latter Then a young man brings his beautiful fiancee to Dr Larch for an abortion and everything about the couple beckons Homer to the wide world outside the orphanage ,"[97, 68, 243, 143, 215, 12, 132]"
94,Cryptonomicon,554,1152,Mass Market Paperback,01-05-1999, zooms all over the world careening conspiratorially back and forth between two time periodsWorld War II and the present Our 1940s heroes are the brilliant mathematician Lawrence Waterhouse crypt analyst extraordinaire and gungho morphineaddicted marine Bobby Shaftoe Theyre part of Detachment 2702 an Allied group trying to break Axis communication codes while simultaneously preventing the enemy from figuring out that their codes have been broken Their job boils down to layer upon layer of deception Dr Alan Turing is also a member of 2702 and he explains the units strange workings to Waterhouse When we want to sink a convoy we send out an observation plane first Of course to observe is not its real dutywe already know exactly where the convoy is Its real duty is to be observed Then when we come round and sink them the Germans will not find it suspicious,"[97, 291, 243, 255, 106, 21, 209]"
95,The Secret History,510,559,Paperback,16-09-1992,Under the influence of their charismatic classics professor a group of clever eccentric misfits at an elite New England college discover a way of thinking and living that is a world away from the humdrum existence of their contemporaries But when they go beyond the boundaries of normal morality they slip gradually from obsession to corruption and betrayal and at lastinexorablyinto evil,"[97, 166, 68, 12, 106, 215, 59]"
96,"They Both Die at the End (Death-Cast, #1)",235,389,Hardcover,05-09-2017,On September 5 a little after midnight DeathCast calls Mateo Torrez and Rufus Emeterio to give them some bad news Theyre going to die today,"[118, 34, 114, 182, 12, 249, 42]"
97,Man’s Search for Meaning,282,165,Paperback,01-01-1946,Psychiatrist Viktor Frankls memoir has riveted generations of readers with its descriptions of life in Nazi death camps and its lessons for spiritual survival Based on his own experience and the stories of his patients Frankl argues that we cannot avoid suffering but we can choose how to cope with it find meaning in it and move forward with renewed purpose At the heart of his theory known as logotherapy is a conviction that the primary human drive is not pleasure but the pursuit of what we find meaningful ,"[78, 257, 83, 119, 172, 121, 42]"
98,"Dome: Rebellion (Dome, #1)",159,197,Kindle Edition,01-01-1900,100 years in the future The world is a post apocalyptic wasteland What was once thriving with life is now a desolate wilderness The earth is scorched the air is toxic and the world is ruled by mutant monsters All that remains of humanity lives within a Dome  the only barrier between the last descendants of mankind and the deadly terrors of the outside world,"[206, 73, 182, 246, 135]"
99,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",73,358,Hardcover,05-06-2012,No description available,"[107, 93, 182, 122, 236, 3, 247]"
100,"Outlander (Outlander, #1)",360,850,Mass Market Paperback,01-06-1991,No description available,"[254, 34, 246, 182, 55, 21, 0]"
101,"The Titan’s Curse (Percy Jackson and the Olympians, #3)",373,320,Paperback,05-05-2007,Its not everyday you find yourself in combat with a halflion halfhuman,"[107, 93, 152, 182, 188, 247, 109]"
102,Frankenstein: The 1818 Text,540,260,Paperback,01-01-1818,No description available,"[223, 182, 291, 123, 246, 202, 143]"
103,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",595,435,Mass Market Paperback,08-07-1999,Harry Potter along with his best friends Ron and Hermione is about to start his third year at Hogwarts School of Witchcraft and Wizardry Harry cant wait to get back to school after the summer holidays Who wouldnt if they lived with the horrible Dursleys But when Harry gets to Hogwarts the atmosphere is tense Theres an escaped mass murderer on the loose and the sinister prison guards of Azkaban have been called in to guard the school,"[107, 182, 93, 236, 187, 42, 188]"
104,"Hopeless (Hopeless, #1)",572,410,ebook,18-12-2012,Sometimes discovering the truth can leave you more hopeless than believing the lies,"[16, 18, 93, 12, 182, 125, 99]"
105,The Haunting of Hill House,453,182,Paperback,16-10-1959,It is the story of four seekers who arrive at a notoriously unfriendly pile called Hill House Dr Montague an occult scholar looking for solid evidence of a haunting Theodora the lighthearted assistant Eleanor a friendless fragile young woman well acquainted with poltergeists and Luke the future heir of Hill House At first their stay seems destined to be merely a spooky encounter with inexplicable phenomena But Hill House is gathering its powersand soon it will choose one of them to make its own,"[223, 182, 123, 166, 217, 68, 42]"
106,Twenty Years Later,22,357,Hardcover,28-12-2021,Hiding her own dark past in plain sight a TV reporter is determined to uncover the truth behind a gruesome murder decades after the investigation was abandoned But TWENTY YEARS LATER to understand the present you need to listen to the past,"[25, 166, 59, 182, 144, 48, 42]"
107,"The Bronze Horseman (The Bronze Horseman, #1)",354,637,Paperback,17-07-2000,During the summer of 1941 the Metanov family are living a hard life in Leningrad As the German armies advance their future looks bleak For Tatiana love arrives in the guise of Alexander who harbours a deadly and extraordinary secret,"[254, 34, 21, 0, 182, 209, 130]"
108,"Small Gods (Discworld, #13)",327,389,Paperback,01-01-1992,In the beginning was the Word,"[107, 182, 76, 86, 23, 175, 42]"
109,The Drowning Woman,393,336,Hardcover,13-06-2023,A deliciously twisted story of friendship retribution and betrayalabout a homeless woman fleeing a dangerous pastand the wealthy society wife she saves from drowning who pulls her into a dark web of secrets and lies,"[25, 166, 59, 182, 42, 144, 110]"
110,Where the Red Fern Grows,369,272,Mass Market Paperback,01-01-1961,A loving threesome they ranged the dark hills and river bottoms of Cherokee County Old Dan had the brawn Little Ann had the brainsand Billy had the will to train them to be the finest hunting team in the valley Glory and victory were coming to them but sadness waited too And close by was the strange and wonderful power thats only found,"[157, 182, 93, 187, 188, 243, 22]"
111,Hamlet,99,289,Paperback,01-01-1601,Among Shakespeares plays Hamlet is considered by many his masterpiece Among actors the role of Hamlet Prince of Denmark is considered the jewel in the crown of a triumphant theatrical career Now Kenneth Branagh plays the leading role and codirects a brillant ensemble performance Three generations of legendary leading actors many of whom first assembled for the Oscarwinning film Henry V gather here to perform the rarely heard complete version of the play This clear subtly nuanced stunning dramatization presented by The Renaissance Theatre Company in association with Bbc Broadcasting features such luminaries as Sir John Gielgud Derek Jacobi Emma Thompson and Christopher Ravenscroft It combines a full cast with stirring music and sound effects to bring this magnificent Shakespearen classic vividly to life Revealing new riches with each listening this production of Hamlet is an invaluable aid for students teachers and all true lovers of Shakespeare  a recording to be treasured for decades to come,"[62, 182, 202, 143, 150, 275, 63]"
112,"P.S. I Love You (P.S. I Love You, #1)",427,501,Paperback,03-02-2004,No description available,"[16, 154, 182, 12, 204, 125, 91]"
113,The Marriage Portrait,411,355,Hardcover,30-08-2022,Florence the 1550s Lucrezia third daughter of the grand duke is comfortable with her obscure place in the palazzo free to wonder at its treasures observe its clandestine workings and devote herself to her own artistic pursuits But when her older sister dies on the eve of her wedding to the ruler of Ferrara Modena and Reggio Lucrezia is thrust unwittingly into the limelight the duke is quick to request her hand in marriage and her father just as quick to accept on her behalf,"[254, 182, 21, 42, 193, 215, 204]"
114,"Fifty Shades Darker (Fifty Shades, #2)",444,532,Paperback,13-09-2011,Daunted by the singular sexual tastes and dark secrets of the beautiful tormented young entrepreneur Christian Grey Anastasia Steele has broken off their relationship to start a new career with a Seattle publishing house But desire for Christian still dominates her every waking thought and when he proposes a new arrangement Anastasia cannot resist They rekindle their searing sensual affair and Anastasia learns more about the harrowing past of her damaged driven and demanding Fifty Shades While Christian wrestles with his inner demons Anastasia must confront her anger and envy of the women who came before her and make the most important decision of her life Erotic sparkling and suspenseful ,"[16, 182, 133, 142, 204, 12, 125]"
